,,Relaxed/Lambda Match Statistics
,Precission,0.7281879194630873
,Recall,0.9234042553191489
,F1,0.8142589118198874
,
,Relaxed/Lambda Matches (True Positives)
Man Id,Dist. Geometric,Man Interval,Auto Interval,Dist. Edit,Man Text,Auto Text,Man Features,Auto Features
98,1.0,"1018, 1097","1018, 1098",1,to go to a support group surrounded by women sharing thoughts of chocolate cake,to go to a support group surrounded by women sharing thoughts of chocolate cake.,participant-role,participant-role
95,0.0,"1003, 1004","1003, 1004",0,I,I,participant-role,participant-role
103,0.0,"1099, 1133","1099, 1133",0,I told a few friends I was bulimic,I told a few friends I was bulimic,configuration,configuration
100,0.0,"1101, 1105","1101, 1105",0,told,told,main,main
106,1.0,"1152, 1177","1152, 1178",1,two interesting reactions,two interesting reactions.,participant-role,participant-role
239,0.0,"1120, 1121","1120, 1121",0,I,I,participant-role,participant-role
104,0.0,"1138, 1139","1138, 1139",0,I,I,participant-role,participant-role
240,0.0,"1122, 1125","1122, 1125",0,was,was,main,main
241,0.0,"1126, 1133","1126, 1133",0,bulimic,bulimic,participant-role,participant-role
105,0.0,"1140, 1151","1140, 1151",0,experienced,experienced,main,main
101,14.0,"1106, 1119","1106, 1133",14,a few friends,a few friends I was bulimic,participant-role,participant-role
242,0.0,"1120, 1133","1120, 1133",0,I was bulimic,I was bulimic,configuration,configuration
189,4.123105625617661,"1138, 1177","1134, 1178",5,I experienced two interesting reactions,and I experienced two interesting reactions.,configuration,configuration
99,0.0,"1099, 1100","1099, 1100",0,I,I,participant-role,participant-role
192,9.0,"1223, 1259","1232, 1259",9,starving yourself doesn't seem silly,yourself doesn't seem silly,configuration,configuration
107,0.0,"1179, 1183","1179, 1183",0,Many,Many,participant-role,participant-role
191,45.617978911828175,"1217, 1222","1197, 1263",61,funny,I was being silly ( funny starving yourself doesn't seem silly ) .,configuration,configuration
115,0.0,"1254, 1259","1254, 1259",0,silly,silly,participant-role,participant-role
190,18.0,"1179, 1214","1179, 1196",18,Many just told me I was being silly,Many just told me,configuration,configuration
214,0.0,"1209, 1214","1209, 1214",0,silly,silly,participant-role,participant-role
213,0.0,"1203, 1208","1203, 1208",0,being,being,main,main
112,9.0,"1223, 1240","1232, 1240",9,starving yourself,yourself,participant-role,participant-role
114,4.0,"1249, 1253","1245, 1253",4,seem,n't seem,main,main
108,0.0,"1189, 1193","1189, 1193",0,told,told,main,main
211,0.0,"1197, 1198","1197, 1198",0,I,I,participant-role,participant-role
109,0.0,"1194, 1196","1194, 1196",0,me,me,participant-role,participant-role
119,15.0,"1268, 1305","1283, 1305",15,others started to watch me to closely,to watch me to closely,configuration,configuration
193,27.0,"1310, 1379","1310, 1352",27,now I am a master at hiding my habits even from both of my room mates,now I am a master at hiding my habits even,configuration,configuration
118,0.0,"1283, 1305","1283, 1305",0,to watch me to closely,to watch me to closely,participant-role,participant-role
120,0.0,"1314, 1315","1314, 1315",0,I,I,participant-role,participant-role
121,0.0,"1316, 1318","1316, 1318",0,am,am,main,main
122,28.460498941515414,"1319, 1379","1310, 1352",36,a master at hiding my habits even from both of my room mates,now I am a master at hiding my habits even,participant-role,participant-role
117,0.0,"1275, 1282","1275, 1282",0,started,started,main,main
116,0.0,"1268, 1274","1268, 1274",0,others,others,participant-role,participant-role
219,0.0,"1391, 1412","1391, 1412",0,I have a bulimic past,I have a bulimic past,configuration,configuration
223,1.0,"1434, 1460","1434, 1461",1,I have a sensitive stomach,I have a sensitive stomach.,configuration,configuration
220,0.0,"1434, 1435","1434, 1435",0,I,I,participant-role,participant-role
222,1.0,"1441, 1460","1441, 1461",1,a sensitive stomach,a sensitive stomach.,participant-role,participant-role
125,0.0,"1391, 1412","1391, 1412",0,I have a bulimic past,I have a bulimic past,participant-role,participant-role
123,0.0,"1381, 1385","1381, 1385",0,They,They,participant-role,participant-role
218,0.0,"1398, 1412","1398, 1412",0,a bulimic past,a bulimic past,participant-role,participant-role
128,1.0,"1434, 1460","1434, 1461",1,I have a sensitive stomach,I have a sensitive stomach.,participant-role,participant-role
216,0.0,"1391, 1392","1391, 1392",0,I,I,participant-role,participant-role
217,0.0,"1393, 1397","1393, 1397",0,have,have,main,main
194,1.0,"1381, 1412","1381, 1413",1,They know I have a bulimic past,"They know I have a bulimic past,",configuration,configuration
195,4.123105625617661,"1418, 1460","1414, 1461",5,they just think I have a sensitive stomach,but they just think I have a sensitive stomach.,configuration,configuration
127,0.0,"1428, 1433","1428, 1433",0,think,think,main,main
221,0.0,"1436, 1440","1436, 1440",0,have,have,main,main
124,0.0,"1386, 1390","1386, 1390",0,know,know,main,main
126,0.0,"1418, 1422","1418, 1422",0,they,they,participant-role,participant-role
131,1.0,"1469, 1502","1469, 1503",1,I may have done damage to my body,I may have done damage to my body.,participant-role,participant-role
230,1.0,"1469, 1502","1469, 1503",1,I may have done damage to my body,I may have done damage to my body.,configuration,configuration
227,11.180339887498949,"1480, 1494","1475, 1484",10,done damage to,have done,main,main
196,1.0,"1462, 1502","1462, 1503",1,I know I may have done damage to my body,I know I may have done damage to my body.,configuration,configuration
229,3.1622776601683795,"1495, 1502","1492, 1503",4,my body,to my body.,participant-role,participant-role
130,0.0,"1464, 1468","1464, 1468",0,know,know,main,main
224,0.0,"1469, 1470","1469, 1470",0,I,I,participant-role,participant-role
129,0.0,"1462, 1463","1462, 1463",0,I,I,participant-role,participant-role
243,0.0,"1546, 1550","1546, 1550",0,want,want,main,main
245,5.0990195135927845,"1544, 1553","1539, 1554",6,I want to,when I want to.,configuration,configuration
136,0.0,"1528, 1532","1528, 1532",0,food,food,participant-role,participant-role
135,4.0,"1523, 1527","1519, 1527",4,keep,n't keep,main,main
132,0.0,"1533, 1538","1533, 1538",0,in me,in me,participant-role,participant-role
133,0.0,"1515, 1516","1515, 1516",0,I,I,participant-role,participant-role
228,0.0,"1544, 1545","1544, 1545",0,I,I,participant-role,participant-role
141,22.0,"1590, 1600","1590, 1622",22,to give up,to give up and become fat again.,participant-role,participant-role
142,0.0,"1605, 1611","1605, 1611",0,become,become,main,main
144,13.0,"1577, 1600","1590, 1600",13,I get scared to give up,to give up,configuration,configuration
140,0.0,"1583, 1589","1583, 1589",0,scared,scared,main,main
138,0.0,"1577, 1578","1577, 1578",0,I,I,participant-role,participant-role
145,4.123105625617661,"1605, 1621","1601, 1622",5,become fat again,and become fat again.,configuration,configuration
143,7.0,"1612, 1615","1612, 1622",7,fat,fat again.,participant-role,participant-role
198,0.0,"1623, 1648","1623, 1648",0,I understand how you feel,I understand how you feel,configuration,configuration
249,0.0,"1636, 1648","1636, 1648",0,how you feel,how you feel,configuration,configuration
200,4.123105625617661,"1689, 1735","1685, 1736",5,another part of you does not want to change it,and another part of you does not want to change it.,configuration,configuration
149,7.0,"1655, 1666","1648, 1666",7,part of you,", that part of you",participant-role,participant-role
154,4.0,"1718, 1722","1714, 1722",4,want,not want,main,main
246,0.0,"1636, 1639","1636, 1639",0,how,how,participant-role,participant-role
146,0.0,"1623, 1624","1623, 1624",0,I,I,participant-role,participant-role
155,1.0,"1723, 1735","1723, 1736",1,to change it,to change it.,participant-role,participant-role
147,0.0,"1625, 1635","1625, 1635",0,understand,understand,main,main
248,0.0,"1644, 1648","1644, 1648",0,feel,feel,main,main
150,5.0,"1667, 1679","1667, 1674",5,suffers from,suffers,main,main
152,0.0,"1689, 1708","1689, 1708",0,another part of you,another part of you,participant-role,participant-role
247,0.0,"1640, 1643","1640, 1643",0,you,you,participant-role,participant-role
199,12.206555615733702,"1655, 1684","1648, 1674",17,part of you suffers from this,", that part of you suffers",configuration,configuration
148,0.0,"1636, 1648","1636, 1648",0,how you feel,how you feel,participant-role,participant-role
162,1.0,"1737, 1860","1737, 1861",1,It's almost like its better to live with the problem than to face the consequences of changing your behaviour and your life,It's almost like its better to live with the problem than to face the consequences of changing your behaviour and your life.,configuration,configuration
157,1.0,"1740, 1741","1739, 1741",1,s,'s,main,main
156,0.0,"1737, 1739","1737, 1739",0,It,It,participant-role,participant-role
158,41.012193308819754,"1754, 1860","1795, 1861",42,its better to live with the problem than to face the consequences of changing your behaviour and your life,to face the consequences of changing your behaviour and your life.,participant-role,participant-role
163,1.0,"1862, 1883","1862, 1884",1,This really does suck,This really does suck.,configuration,configuration
159,0.0,"1862, 1866","1862, 1866",0,This,This,participant-role,participant-role
3,58.0,"25, 27","25, 85",58,29,29 and have been part of the Yahoo group for about 6 months.,participant-role,participant-role
204,21.0,"649, 674","628, 674",21,I still had bulges of fat,that without clothes I still had bulges of fat,configuration,configuration
236,26.019223662515376,"703, 743","729, 744",27,when I started to go down the wrong path,the wrong path.,participant-role,participant-role
88,36.0,"915, 928","915, 964",36,a big problem,a big problem and when I started to look for help,participant-role,participant-role
,
,Manual mismatching all parsed (False Negative)
164,"20, 27",I am 29,configuration
5,"37, 41",been,main
233,"271, 281",overweight,participant-role
175,"526, 561",I just could not lose another pound,configuration
57,"578, 588",I was fine,participant-role
207,"824, 896",even if some of it did get into my blood stream at least it was low carb,participant-role
184,"881, 896",it was low carb,configuration
83,"884, 887",was,main
85,"898, 905",Purging,participant-role
90,"940, 947",started,main
102,"1120, 1133",I was bulimic,participant-role
110,"1197, 1214",I was being silly,participant-role
215,"1197, 1214",I was being silly,configuration
111,"1217, 1222",funny,participant-role
137,"1504, 1553",Many times I can't keep food in me when I want to,configuration
244,"1551, 1553",to,participant-role
151,"1680, 1684",this,participant-role
161,"1879, 1883",suck,main
,
,Parsed mismatching all manual (False Positives)
129,"129, 152",of what you are saying.,participant-role
293,"293, 299",to get,main
239,"239, 264",who reminded me every day,configuration
322,"322, 340",innocently enough.,participant-role
372,"372, 386",on the Atkins.,participant-role
351,"351, 355",knew,main
349,"349, 350",I,participant-role
447,"447, 451",goes,main
423,"423, 458",with a simple diet that goes wrong.,participant-role
442,"442, 446",that,participant-role
609,"609, 614",to be,main
609,"609, 620",to be fine.,configuration
633,"633, 648",without clothes,participant-role
718,"718, 723",to go,main
776,"776, 785",were safe,configuration
755,"755, 808",picking foods I felt were safe and then purging them.,participant-role
755,"755, 808",picking foods I felt were safe and then purging them.,configuration
776,"776, 780",were,main
755,"755, 762",picking,main
898,"898, 905",Purging,main
933,"933, 937",when,participant-role
948,"948, 955",to look,main
983,"983, 989",seemed,main
990,"990, 1002",to be women.,participant-role
956,"956, 964",for help,participant-role
1063,"1063, 1098",sharing thoughts of chocolate cake.,configuration
1043,"1043, 1098",surrounded by women sharing thoughts of chocolate cake.,configuration
1063,"1063, 1070",sharing,main
1071,"1071, 1098",thoughts of chocolate cake.,participant-role
1043,"1043, 1053",surrounded,main
1018,"1018, 1023",to go,main
1331,"1331, 1337",hiding,main
1283,"1283, 1291",to watch,main
1292,"1292, 1294",me,participant-role
1358,"1358, 1380",both of my room mates.,configuration
1363,"1363, 1380",of my room mates.,participant-role
1319,"1319, 1327",a master,participant-role
1338,"1338, 1347",my habits,participant-role
1264,"1264, 1380","And others started to watch me to closely, so now I am a master at hiding my habits even from both of my room mates.",configuration
1358,"1358, 1380",both of my room mates.,participant-role
1485,"1485, 1491",damage,participant-role
1539,"1539, 1543",when,participant-role
1504,"1504, 1514",Many times,participant-role
1590,"1590, 1597",to give,main
1579,"1579, 1582",get,main
1579,"1579, 1582",get,configuration
1583,"1583, 1622",scared to give up and become fat again.,configuration
1562,"1562, 1576",the other hand,participant-role
1723,"1723, 1736",to change it.,configuration
1733,"1733, 1736",it.,participant-role
1723,"1723, 1732",to change,main
1765,"1765, 1772",to live,main
1832,"1832, 1846",your behaviour,participant-role
1754,"1754, 1764",its better,participant-role
1823,"1823, 1846",changing your behaviour,configuration
1823,"1823, 1831",changing,main
1879,"1879, 1884",suck.,participant-role
1874,"1874, 1878",does,main
300,"300, 310",on a diet.,participant-role
239,"239, 270",who reminded me every day I was,configuration
349,"349, 355",I knew,configuration
452,"452, 458",wrong.,participant-role
442,"442, 458",that goes wrong.,configuration
404,"404, 412",for many,participant-role
615,"615, 620",fine.,participant-role
718,"718, 744",to go down the wrong path.,configuration
781,"781, 785",safe,participant-role
745,"745, 808",I started picking foods I felt were safe and then purging them.,configuration
906,"906, 964",has been a big problem and when I started to look for help,configuration
898,"898, 1002","Purging has been a big problem and when I started to look for help, all the programs seemed to be women.",configuration
898,"898, 964",Purging has been a big problem and when I started to look for help,configuration
1054,"1054, 1098",by women sharing thoughts of chocolate cake.,participant-role
1018,"1018, 1098",to go to a support group surrounded by women sharing thoughts of chocolate cake.,configuration
1024,"1024, 1098",to a support group surrounded by women sharing thoughts of chocolate cake.,participant-role
1232,"1232, 1259",yourself doesn't seem silly,participant-role
1590,"1590, 1622",to give up and become fat again.,configuration
1795,"1795, 1861",to face the consequences of changing your behaviour and your life.,configuration
1773,"1773, 1789",with the problem,participant-role
1820,"1820, 1846",of changing your behaviour,participant-role
1803,"1803, 1846",the consequences of changing your behaviour,participant-role
703,"703, 707",when,participant-role
