,,Relaxed/Lambda Match Statistics
,Precission,0.7844311377245509
,Recall,0.8618421052631579
,F1,0.8213166144200627
,
,Relaxed/Lambda Matches (True Positives)
Man Id,Dist. Geometric,Man Interval,Auto Interval,Dist. Edit,Man Text,Auto Text,Man Features,Auto Features
136,1.0,"979, 1007","979, 1008",1,I don't want to pressure her,"I don't want to pressure her,",configuration,configuration
135,0.0,"992, 1007","992, 1007",0,to pressure her,to pressure her,participant-role,participant-role
132,0.0,"979, 980","979, 980",0,I,I,participant-role,participant-role
143,0.0,"1070, 1074","1070, 1074",0,make,make,main,main
145,16.0312195418814,"1059, 1105","1075, 1106",17,What could make her lose the attraction for me,her lose the attraction for me?,configuration,configuration
144,1.0,"1075, 1105","1075, 1106",1,her lose the attraction for me,her lose the attraction for me?,participant-role,participant-role
141,0.0,"1059, 1063","1059, 1063",0,What,What,participant-role,participant-role
146,0.0,"1107, 1108","1107, 1108",0,I,I,participant-role,participant-role
150,0.0,"1114, 1117","1114, 1117",0,she,she,participant-role,participant-role
149,33.0,"1107, 1157","1107, 1190",33,I know she is frustrated with me not loving my job,"I know she is frustrated with me not loving my job, because she is very successful.",configuration,configuration
147,0.0,"1109, 1113","1109, 1113",0,know,know,main,main
154,26.0,"1114, 1157","1140, 1157",26,she is frustrated with me not loving my job,not loving my job,configuration,configuration
153,3.0,"1137, 1157","1140, 1157",3,me not loving my job,not loving my job,participant-role,participant-role
156,0.0,"1171, 1173","1171, 1173",0,is,is,main,main
155,0.0,"1167, 1170","1167, 1170",0,she,she,participant-role,participant-role
158,10.04987562112089,"1167, 1189","1157, 1190",11,she is very successful,", because she is very successful.",configuration,configuration
157,1.0,"1174, 1189","1174, 1190",1,very successful,very successful.,participant-role,participant-role
161,0.0,"1208, 1212","1208, 1212",0,help,help,main,main
159,0.0,"1191, 1201","1191, 1201",0,Any advice,Any advice,participant-role,participant-role
7,77.0,"65, 83","65, 160",77,a 29 year old male,a 29 year old male and I have been dating a 30 year old female for more than a year and a half.,participant-role,participant-role
53,49.0,"497, 511","497, 560",49,more irritable,"more irritable about little things, but we never really argued.",participant-role,participant-role
148,25.45584412271571,"1114, 1157","1132, 1139",36,she is frustrated with me not loving my job,with me,participant-role,participant-role
,
,Manual mismatching all parsed (False Negative)
8,"60, 83",I am a 29 year old male,configuration
11,"100, 106",dating,main
20,"214, 221",I moved,configuration
19,"216, 221",moved,main
23,"241, 249",near her,participant-role
34,"328, 332",here,participant-role
47,"400, 428",We are together all the time,configuration
46,"407, 415",together,participant-role
48,"433, 450",spend most nights,main
57,"537, 559",we never really argued,configuration
56,"553, 559",argued,main
65,"607, 612",there,participant-role
93,"779, 831",she needs to date other people or what the answer is,participant-role
97,"792, 796",date,main
106,"840, 854",my best friend,participant-role
119,"902, 914",I am crushed,configuration
118,"907, 914",crushed,main
166,"1042, 1057",she means to me,configuration
164,"1046, 1054",means to,main
152,"1121, 1136",frustrated with,main
162,"1191, 1212",Any advice would help,configuration
,
,Parsed mismatching all manual (False Positives)
20,"20, 26",Hi all,participant-role
20,"20, 26",Hi all,configuration
23,"23, 26",all,participant-role
20,"20, 22",Hi,main
46,"46, 54",To start,main
46,"46, 58",To start off,configuration
392,"392, 398",to die,main
439,"439, 450",most nights,participant-role
568,"568, 581",with the flow,participant-role
686,"686, 692",needed,main
783,"783, 788",needs,main
891,"891, 900",to change,configuration
885,"885, 890",needs,main
891,"891, 900",to change,participant-role
940,"940, 944",time,participant-role
945,"945, 954",to figure,main
963,"963, 966",How,participant-role
992,"992, 1003",to pressure,main
1079,"1079, 1083",lose,main
1118,"1118, 1120",is,main
1140,"1140, 1150",not loving,main
392,"392, 399",to die.,configuration
693,"693, 703",to change.,configuration
693,"693, 703",to change.,participant-role
713,"713, 758",that she loves me but is not in love with me.,configuration
859,"859, 915","although I know something needs to change, I am crushed!",participant-role
945,"945, 962",to figure it out.,configuration
955,"955, 957",it,participant-role
992,"992, 1007",to pressure her,configuration
1004,"1004, 1007",her,participant-role
1075,"1075, 1078",her,participant-role
1084,"1084, 1106",the attraction for me?,participant-role
1114,"1114, 1190","she is frustrated with me not loving my job, because she is very successful.",configuration
1151,"1151, 1157",my job,participant-role
1114,"1114, 1190","she is frustrated with me not loving my job, because she is very successful.",participant-role
1121,"1121, 1131",frustrated,participant-role
